schema_version,model,n,run_id,regime,initial_state,step,tau,initial_state_seed,disorder_seed,one_site_mean_vn,one_site_mean_linear,one_site_mean_logneg,one_site_mean_geometric_linear,half_vn,half_linear,half_logneg,half_geometric_linear,half_lambda_max,half_min_entropy
trajectory-observations-1.0,qca,10,QCA_1,clifford_reference,neel,34,3.3999999999999999,,,1,1,1,1,0.40000000000000091,0.77419354838709675,0.4000000050904281,0.77419354838709653,0.25000000000000022,0.39999999999999974
trajectory-observations-1.0,qca,10,QCA_1,clifford_reference,neel,35,3.5,,,0.79999999999999993,0.79999999999999982,0.80000000000000016,0.79999999634997587,0.60000000000000175,0.90322580645161277,0.60000000679052379,0.90322580645161277,0.12500000000000011,0.59999999999999976
trajectory-observations-1.0,qca,10,QCA_1,clifford_reference,neel,36,3.6000000000000001,,,0.99999999999999944,0.99999999999999922,0.99999999999999978,0.99999997337039004,0.80000000000000104,0.967741935483871,0.80000000346912614,0.96774193548387077,0.062500000000000222,0.79999999999999893
trajectory-observations-1.0,qca,10,QCA_1,clifford_reference,neel,37,3.7000000000000002,,,1,1,1,1,0.60000000000000198,0.90322580645161277,0.60000000817591803,0.90322580645161277,0.12500000000000011,0.59999999999999976
trajectory-observations-1.0,qca,10,QCA_1,clifford_reference,neel,38,3.7999999999999998,,,0.79999999999999827,0.7999999999999976,0.79999999999999905,0.79999995638446353,0.60000000000000209,0.90322580645161277,0.60000000767724804,0.90322580645161277,0.12500000000000011,0.59999999999999976
trajectory-observations-1.0,qca,10,QCA_1,clifford_reference,neel,39,3.8999999999999999,,,1,1,1,0.99999999850988397,0.8000000000000016,0.967741935483871,0.80000000476277988,0.96774193548387077,0.062500000000000222,0.79999999999999893
trajectory-observations-1.0,qca,10,QCA_1,clifford_reference,neel,40,4,,,1,1,1,1,1,1,1,1,0.03125,1
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,0,0,3237567862,,1.203955768867992e-15,4.4408920985006258e-17,7.3398186542925082e-09,2.2204460492503129e-17,3.5389255376538773e-15,4.5841466823232269e-16,2.7806802870577186e-08,2.2920733411616129e-16,0.99999999999999978,6.406853007629836e-17
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,1,0.10000000000000001,3237567862,,0.7618172189562149,0.70175077695447108,0.86192461456921809,0.48479443478788953,0.057919996009586701,0.099468133098649394,0.10501300869039169,0.052393346049935799,0.94924394601412465,0.015029840415763444
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,2,0.20000000000000001,3237567862,,0.89101814081162112,0.85864705294927235,0.94019129282948222,0.67715891121854288,0.22882525065411219,0.48183519530956448,0.2880805578876543,0.3372674777152509,0.6732721309633507,0.11414766938111598
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,3,0.29999999999999999,3237567862,,0.97838446892326436,0.97058681777544076,0.98893128607371439,0.86444770637772916,0.41215309571714298,0.7262751734606796,0.47968769851907012,0.57764635296393008,0.44040509556619278,0.23661938672946453
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,4,0.40000000000000002,3237567862,,0.98095285791968123,0.97386736676676422,0.99035065069848116,0.8636997112339353,0.53832138543249874,0.81431411885975469,0.63344393532684684,0.67067807648788791,0.35028061340235861,0.3026833903601801
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,5,0.5,3237567862,,0.99636235529507344,0.99496791229171322,0.99817630519984923,0.94375466113633577,0.71564396504520844,0.91546814639384755,0.81433318324738058,0.83245234989280104,0.19356178604134899,0.47382678768060249
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,6,0.59999999999999998,3237567862,,0.99898543588783417,0.99859454680395199,0.99949225228954319,0.97097195190734664,0.85253416402667592,0.96504803251934757,0.9087709614687508,0.91174443778520264,0.11674757589558493,0.61970710004783103
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,7,0.69999999999999996,3237567862,,0.99876021735666798,0.998282835239517,0.99937941332062641,0.96657561298931605,0.8746603720159154,0.97351867701541284,0.9162633730689892,0.92549251446215897,0.10342912661478354,0.65465711510527591
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,8,0.80000000000000004,3237567862,,0.99168581582188542,0.9885236203770712,0.99582034648219897,0.90902030743195184,0.8797560597517784,0.97523551888181736,0.91925621796160095,0.93282533680496038,0.096325454970194624,0.67518781892992707
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,9,0.90000000000000002,3237567862,,0.99954563390618922,0.99937036453023076,0.99977270428237996,0.98153836847501441,0.87244986177215578,0.97373619049545035,0.91515062996386198,0.93300919419619677,0.096147343122434337,0.67572183964429844
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,10,1,3237567862,,0.9995289461760648,0.99934716597889284,0.99976438952253621,0.97958904027791216,0.81494177507834065,0.9577801419808748,0.87598980386031289,0.91846509781797558,0.11023693648883615,0.63626407880400715
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,11,1.1000000000000001,3237567862,,0.99951687681831081,0.99933041834607617,0.99975836204649959,0.97907690769490285,0.80330130927023757,0.95204115569328363,0.87043388282748635,0.90322109593378441,0.12500456331414633,0.59998946663916475
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,12,1.2,3237567862,,0.98467642129684241,0.97919474553800001,0.99213226969855461,0.91402699785709918,0.85157217299799581,0.96695312988622595,0.90390057034222804,0.92727068632821841,0.10170652261953839,0.65950317802706171
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,13,1.3,3237567862,,0.96501801119108577,0.95305617615853877,0.98176317461045637,0.85089301101011117,0.85982510219589126,0.96963111688697035,0.90817355405462741,0.93033371424438183,0.098739214325755054,0.6680466048533551
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,14,1.3999999999999999,3237567862,,0.99571422731739323,0.99408538998574281,0.9978449543693324,0.95232277848256697,0.84604970963426529,0.96532511373429042,0.89856557572237405,0.9199551790067152,0.10879342033724471,0.64006735753825306
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,15,1.5,3237567862,,0.99975826741125762,0.99966494338739398,0.99987910848946382,0.98559930241435478,0.80564675565573685,0.95447485573911484,0.87089720511574387,0.91003779139254082,0.11840088958847605,0.6156496348785907
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,16,1.6000000000000001,3237567862,,0.99672020339515799,0.99546415938435939,0.99835515026513999,0.94861175246062379,0.78572659269165879,0.94540381264050555,0.86243534274007438,0.87970437507301136,0.14778638664802024,0.55168294264484008
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,17,1.7,3237567862,,0.99596805964534041,0.99442712587239679,0.99797651348083216,0.95178832102539357,0.68318999894937227,0.91488160865019641,0.73075943150608014,0.84157461074467421,0.18472459584109691,0.48731042455960916
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,18,1.8,3237567862,,0.99979620859501495,0.99971752031766081,0.99989808842705497,0.98711024697328642,0.73387053866988672,0.92511894807219319,0.82174455284475467,0.84263324480632795,0.18369904409386983,0.48891679514066483
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,19,1.8999999999999999,3237567862,,0.98592428104834018,0.98077945988921844,0.9928265713086688,0.91583600277844979,0.79245974119640983,0.94796270078017364,0.86247044750012503,0.89176151523472202,0.13610603211636307,0.57543941749518057
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,20,2,3237567862,,0.99846283193564844,0.9978718071165924,0.99923016195268555,0.96978896376340962,0.81593850786709121,0.9563744916864424,0.8797626310643798,0.91220189242733563,0.11630441671101865,0.62080444201233476
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,21,2.1000000000000001,3237567862,,0.99994104325115585,0.99991827141539236,0.99997052035236722,0.9927498504329576,0.80469398042192064,0.953330159815998,0.86927175556392,0.91131508343756995,0.11716351291985416,0.61868094790132555
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,22,2.2000000000000002,3237567862,,0.99958017962159962,0.99941839313672076,0.9997899147597884,0.98529266766487722,0.75640902647861563,0.93404227202861922,0.83712886427464106,0.87073856639723224,0.15647201380268128,0.53520469030449458
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,23,2.2999999999999998,3237567862,,0.99969197348245764,0.99957309341235723,0.99984593764680796,0.98483619465020322,0.78030673897101133,0.94407986155228663,0.85269427434337142,0.89047624151090898,0.13735114103630697,0.57281183986438189
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,24,2.3999999999999999,3237567862,,0.99590375394708641,0.99433065359747397,0.99794769074596323,0.93620054817179776,0.77186721777002476,0.94334090228257361,0.84175810542794094,0.88768310671711226,0.14005699036779751,0.56718282069944925
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,25,2.5,3237567862,,0.91438724786926784,0.88908731222689319,0.95303740067939235,0.74788245700710099,0.76864526845899306,0.93852881000604704,0.84386000231216196,0.85117950664710018,0.17541985293562168,0.5022232125099283
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,26,2.6000000000000001,3237567862,,0.91528411036773838,0.88818747771996731,0.95475597729614481,0.72292809603823671,0.76908943873991464,0.93875257194337236,0.84350457169301019,0.85115222784080036,0.17544627927922463,0.50217974846317492
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,27,2.7000000000000002,3237567862,,0.99277362806613545,0.99000932227215122,0.99637448709818355,0.9127891231802272,0.76511776608225435,0.93682671056480504,0.84197507688419948,0.85139860291153013,0.17520760342945518,0.50257254208104007
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,28,2.7999999999999998,3237567862,,0.99940704979643036,0.99917831289312264,0.99970338212339416,0.97718428608850283,0.79019700577307295,0.94813809774735036,0.85766753249354211,0.88280345253473846,0.14478415535697209,0.55760487340854847
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,29,2.8999999999999999,3237567862,,0.99948392837271038,0.99928506611857915,0.99974174146623918,0.98360993549557996,0.7869015781859301,0.94332064064781118,0.86224583773912311,0.88606285609288205,0.14162660816002048,0.56396715140988285
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,30,3,3237567862,,0.99972866945064498,0.99962394319617165,0.99986429538946342,0.98585445502109137,0.78913827201829267,0.9470153885690088,0.85936080510553359,0.88924066923801859,0.13854810167566944,0.57030823021939481
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,31,3.1000000000000001,3237567862,,0.99810023955930716,0.99737339115176116,0.99904693794279875,0.96756921720095079,0.80716919140558985,0.9514529630002404,0.87822580070528955,0.89203373515198825,0.13584231907151134,0.575999020257423
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,32,3.2000000000000002,3237567862,,0.98960349340942755,0.98570565187498982,0.99474745478167637,0.9138547795172004,0.78657128372734664,0.94734720349819201,0.85815211699836591,0.89289576081565969,0.13500723170982964,0.57777828141487986
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,33,3.2999999999999998,3237567862,,0.99967543552088522,0.99955015053832663,0.99983767606429019,0.98277644513993079,0.78789303161712732,0.94614030640171365,0.86330505013017977,0.88185348451428314,0.14570443687678825,0.55577665700051726
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,34,3.3999999999999999,3237567862,,0.99990141631262996,0.99986334117986042,0.99995070491443039,0.98971788916001979,0.68430955680216043,0.915480577011062,0.73117808982966481,0.84121831431022187,0.18506975801197256,0.48677178583606173
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,35,3.5,3237567862,,0.99547342290313756,0.99375263128799518,0.99772407542107122,0.94965216086319659,0.73250554322800787,0.92506315658423799,0.82095116144175206,0.84902144368240706,0.17751047643266815,0.49880478436225084
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,36,3.6000000000000001,3237567862,,0.99765733609926444,0.9967682226450052,0.99882146240737357,0.97151060081251861,0.8011595537462286,0.95171401502432995,0.86940548310960852,0.89424770482840066,0.1336975359474869,0.58059104363108349
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,37,3.7000000000000002,3237567862,,0.99786897267355956,0.99705204152254157,0.99893164662798295,0.9638160211757888,0.83806185133628563,0.9632051380049248,0.89455923975687113,0.92611682235797521,0.10282432834071153,0.65634928937069736
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,38,3.7999999999999998,3237567862,,0.96430995112266815,0.9527002331482316,0.98107819570909516,0.86408158531517942,0.85450797283027791,0.96762345193599297,0.90592179914016202,0.93195184113319463,0.097171653902217714,0.67266413308762063
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,39,3.8999999999999999,3237567862,,0.98485648244382384,0.97933245950281456,0.99227647196549917,0.9076192495161256,0.84930314559312836,0.96641054758321077,0.90214145674336821,0.92929295960487224,0.09974744538278002,0.66511525932361548
trajectory-observations-1.0,qca,10,QCA_2,clifford_reference,random_product,40,4,3237567862,,0.99890052798776918,0.99847712601993843,0.99944966870820262,0.97074766080583519,0.84228418286769846,0.964596630261779,0.89746687109316381,0.92548743450371884,0.10343404782452237,0.65464338660109733
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,0,0,,,0,0,0,0,0,0,0,0,1,-0
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,1,0.10000000000000001,,,0.24238810869076929,0.1633537901411323,0.43033487844552393,0.0863355355020861,3.1398748502874678e-15,4.5841466823232269e-16,2.2068783664087444e-08,2.2920733411616129e-16,0.99999999999999978,6.406853007629836e-17
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,2,0.20000000000000001,,,0.5073678648857094,0.4223830296339553,0.66085845186911962,0.2495065695878588,0.055092692602092902,0.093312639357547106,0.1022324701934018,0.048980430964440103,0.95255020750319863,0.014026591593939463
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,3,0.29999999999999999,,,0.65996018884990393,0.60507172017705513,0.75474070636597368,0.41318991445081488,0.14314321129816471,0.31349971710047742,0.1932403157227188,0.19185362932752201,0.81414179658896302,0.059329601744996442
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,4,0.40000000000000002,,,0.69642754304066024,0.6452418159325557,0.78129340864814911,0.45094330971796592,0.18464629688657749,0.37651247597970638,0.26228754675291083,0.23583323011410501,0.77153655832696078,0.074838715222309421
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,5,0.5,,,0.77481216888565285,0.74536984487599134,0.82537065215233696,0.58325803704180723,0.22013250997048539,0.43551477309735298,0.31380354202725658,0.2799671219896645,0.72878185057251255,0.091288212773812855
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,6,0.59999999999999998,,,0.77305515206360154,0.74165296535542069,0.82568707642200234,0.5856364503723549,0.2703326464523958,0.53685385873260572,0.36968198151966691,0.38489399994035173,0.62713393755778424,0.13463090025568727
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,7,0.69999999999999996,,,0.80566605340196951,0.77771088026312651,0.84835259779486416,0.63708562447960493,0.32226621125761279,0.60891107399486022,0.4254575740169953,0.45479918495341459,0.55941328957637959,0.16760271352098
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,8,0.80000000000000004,,,0.81379015757711026,0.78753751498729263,0.85322922268337309,0.62811332660425379,0.33571804711055681,0.60172213212597869,0.4557387906572487,0.42539845561859391,0.58789524611948718,0.15327379659353324
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,9,0.90000000000000002,,,0.78975409471112312,0.75373090382472974,0.84157090104940591,0.55319754063061699,0.36037061078816951,0.61879234535056482,0.48743637988629129,0.43102687801446488,0.58244271192348718,0.15596238783554728
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,10,1,,,0.78158031912816184,0.74310956664901107,0.83716201838800219,0.54342790198431934,0.39450900153897828,0.64779332767697662,0.52214705451457621,0.44686337586511482,0.56710110463066998,0.16366442568435005
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,11,1.1000000000000001,,,0.77429842940720861,0.73390170457941728,0.83305153571368518,0.53401336957502832,0.41245679655755219,0.65038298486057011,0.54822021199301552,0.44055934212936237,0.57320813731218023,0.16057380090372747
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,12,1.2,,,0.7952770711426147,0.7604462572655335,0.84486624408520383,0.56144238682340952,0.4394244074200363,0.685356432441519,0.57123509270612249,0.47819180700907338,0.53675168695996023,0.17953465490833143
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,13,1.3,,,0.8045001929308162,0.77201489196723805,0.85012336968058033,0.577234920309323,0.4614456088880059,0.70337113542164631,0.591838368145018,0.49157339836671388,0.52378827033224595,0.18658886848420639
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,14,1.3999999999999999,,,0.81572833935019395,0.78678475796046643,0.85613245115999259,0.60332760046358769,0.48827292611155121,0.72927854534355108,0.61435475520810834,0.51628337550702363,0.49985047997757082,0.20008629762181443
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,15,1.5,,,0.8425456234340809,0.82267172657212806,0.87016144515692706,0.67196789799226253,0.5017013797360883,0.74606969241932775,0.62430073952633436,0.539231905155931,0.4776190918801918,0.21321351764923921
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,16,1.6000000000000001,,,0.85985124015302117,0.84536624548933137,0.87944616388471264,0.70208811571467389,0.53029127859615133,0.78267989293729145,0.63961130045674142,0.58444803045149463,0.43381597050011456,0.24096898590553972
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,17,1.7,,,0.86459916507245127,0.85178023915556778,0.88189763355495965,0.71562234004046665,0.55771567588004012,0.81566728412429113,0.6553112804705874,0.63785768427236034,0.38207536836115097,0.27761416837461256
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,18,1.8,,,0.86221919949736736,0.84872535617017175,0.8805863586643049,0.70843415550029232,0.56627947214430885,0.82157839089026641,0.66129554924243439,0.64481100740312058,0.37533933657822693,0.28274651967887526
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,19,1.8999999999999999,,,0.86145594836956219,0.84746076214867538,0.8803099554429632,0.7023283116222554,0.5682299449822823,0.82227409725825285,0.66441052919282673,0.64729371348593689,0.37293421506049862,0.28460138616622721
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,20,2,,,0.87022813123829068,0.8591656496667982,0.88491224523343581,0.7180744681023552,0.58496801159991041,0.83748259838650729,0.67502866349356783,0.67031993304452486,0.35062756486311653,0.30239773514412271
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,21,2.1000000000000001,,,0.86354955429553182,0.85015204138026268,0.88145824551455587,0.70143236217997862,0.59288685878300496,0.84352065741059268,0.68001765728949048,0.67602880199168147,0.34509709807055855,0.30698515054374692
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,22,2.2000000000000002,,,0.85762025473840886,0.84213964475347081,0.87839587642284278,0.68338329395265762,0.59493620127294022,0.83753740271660604,0.68543770223517853,0.65878911881022728,0.36179804115259229,0.29334869958967225
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,23,2.2999999999999998,,,0.86689238632016019,0.85470483976489808,0.88316670799259922,0.70932810479509645,0.60918425433882673,0.84549912361380564,0.69470611239474767,0.66371950732630469,0.35702172727764236,0.29718324396868134
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,24,2.3999999999999999,,,0.87004047148810137,0.85899221554089245,0.88477708782913245,0.72308773168761964,0.61891496383422484,0.85569529869049854,0.69894594325497628,0.67912189361212683,0.34210066556325214,0.3095014367977193
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,25,2.5,,,0.86871798462082295,0.85711379751320638,0.88413762577560318,0.7131721790636304,0.6144183882973262,0.84665049549108318,0.69900050089386701,0.66087150772659764,0.35978072688985852,0.29496203800487408
trajectory-observations-1.0,qca,10,QCA_3,nonclifford_scrambling,neel,26,2.6000000000000001,,,0.87548483683247336,0.86635464590155686,0.88758581614629217,0.7386223676377407,0.61596999617941539,0.84227590067512348,0.7028064560035493,0.64962170868729907,0.37067896970917902,0.28635156560180763
