model,n,run_id,step,tau,half_min_entropy,half_vn,half_linear,half_logneg,half_lambda_max
qca,20,QCA_2,4,0.2,0.3136739530133087,0.3920838663580256,0.9309760598273852,0.3961215318235339,0.1136965568480848
qca,20,QCA_2,5,0.25,0.3897368287231927,0.4878787191024491,0.9639760415138912,0.4939986860380468,0.0671081461060478
qca,20,QCA_2,6,0.2999999999999999,0.4237362697617377,0.570493274592436,0.9779842847919384,0.585012970809892,0.0530184132018388
qca,20,QCA_2,7,0.3499999999999999,0.473773932281488,0.6558898889891268,0.9874518305522604,0.6772924983435941,0.0374798938483497
qca,20,QCA_2,8,0.4,0.5706927667938086,0.7516204204003497,0.9939927617344692,0.774446848591743,0.0191444806292714
qca,20,QCA_2,9,0.45,0.6231496987226578,0.8195564873418137,0.99634649045757,0.8537054862499436,0.0133086035775595
qca,20,QCA_2,10,0.5,0.7051752147674831,0.899498876924426,0.9982759575976048,0.938511006040808,0.0075372180858918
qca,20,QCA_2,11,0.55,0.7251346227909072,0.9094702454800644,0.9986023978554704,0.9416258699323516,0.0065633758760793
qca,20,QCA_2,12,0.5999999999999999,0.7822202330617856,0.9260176335144384,0.9989811790520506,0.9516558863040938,0.0044185773941032
qca,20,QCA_2,13,0.65,0.7489894227404192,0.925546681836476,0.9989546376285324,0.9516048268097188,0.005563103925997
qca,20,QCA_2,14,0.6999999999999998,0.7904414849531354,0.9301462684111628,0.9990538846286164,0.9543542228967008,0.0041738230403358
qca,20,QCA_2,15,0.75,0.741985120307584,0.9268292309087498,0.9989725428663244,0.9525003008964184,0.005839857158592
qca,20,QCA_2,16,0.8,0.7786300941357787,0.9292502286933276,0.9990413380639644,0.953658314129583,0.0045299130021573
qca,20,QCA_2,17,0.8499999999999999,0.7485169628431821,0.9203761073351436,0.9988718242580534,0.9479830191128836,0.0055813520785301
qca,20,QCA_2,18,0.9,0.7846266792271941,0.9179200729804388,0.9988437728020718,0.9460446215698723,0.0043454858645562
qca,20,QCA_2,19,0.95,0.7257595858464313,0.8963183107978167,0.9983561352122428,0.9322430947256216,0.0065350053911673
qca,20,QCA_2,20,1.0,0.7474553053896809,0.8922587340149407,0.9982656995153304,0.9296239684248132,0.0056225758979454
qca,20,QCA_2,21,1.05,0.7263530990516971,0.8975466454513292,0.9983624322148488,0.9336589942081924,0.006508176126036
qca,20,QCA_2,22,1.1,0.7720246943635959,0.9157957898082504,0.9987798576401992,0.9452175787649756,0.0047421369942386
qca,20,QCA_2,23,1.15,0.7483001437562341,0.9159456922589706,0.998772469807992,0.945431212121916,0.005589746461477
qca,20,QCA_2,24,1.2,0.7800571450476099,0.9259288161232831,0.9989732128674303,0.9517407972676868,0.004485325962886
qca,20,QCA_2,25,1.25,0.757785964893754,0.9269408802620236,0.9989793759138524,0.9526073656123004,0.005234038860156
qca,20,QCA_2,26,1.3,0.771537091404191,0.9280147881330152,0.9990004337494665,0.9532820619841412,0.004758191613557
qca,20,QCA_2,27,1.35,0.7568530950046718,0.926896057685018,0.9989826726567704,0.9524337501698248,0.0052679926569164
qca,20,QCA_2,28,1.4,0.7761566944736266,0.9243717381938248,0.9989332403081512,0.9509054603793714,0.0046082447425279
qca,20,QCA_2,29,1.45,0.71673227131326,0.9002933249783456,0.9984263878550966,0.9349025307072883,0.0069569819206555
qca,20,QCA_2,30,1.5,0.7213667820699664,0.8818201974820691,0.9980334612993412,0.9204594516274796,0.0067370474663046
qca,20,QCA_2,31,1.55,0.6639112508190752,0.8427272733827037,0.9969018909485392,0.8924583322909398,0.0100329348114562
qca,20,QCA_2,32,1.6,0.5942135452898174,0.779733439699247,0.9943010118139924,0.8429514357043344,0.0162644353438985
qca,20,QCA_2,33,1.65,0.5427637662799686,0.717254624483089,0.990750301802892,0.7739878865352432,0.0232336936110866
qca,20,QCA_2,34,1.7,0.5028327051428081,0.6530734320533822,0.9860296821699536,0.6975962419520517,0.0306423966160037
qca,20,QCA_2,35,1.75,0.5454499888770277,0.7332258186731669,0.9917767614746756,0.7861498862854667,0.022805096911258
qca,20,QCA_2,36,1.8,0.633959920234606,0.8084903603151898,0.9956794727182444,0.8624115294775143,0.0123478253925621
qca,20,QCA_2,37,1.85,0.6609046487569445,0.8532912075025525,0.9971935889501976,0.9012129440423096,0.0102442168841303
qca,20,QCA_2,38,1.9,0.7148518899462729,0.8970906876426555,0.9983697741177616,0.9327895670885928,0.0070482514066874
qca,20,QCA_2,39,1.95,0.6814968237086364,0.8854546564790167,0.9979953388010384,0.9259952654530076,0.0088815781414002
qca,20,QCA_2,40,2.0,0.6953622722565713,0.8875503660771816,0.9979159343250814,0.9299448144479372,0.008067723063119
qca,20,QCA_2,41,2.05,0.7024201394682305,0.9022729198333492,0.9983718877002052,0.9380673632528348,0.0076825374257768
qca,20,QCA_2,42,2.1,0.7153958963087905,0.8991072496473566,0.9983485923157333,0.9352581168064537,0.0070217241540828
qca,20,QCA_2,43,2.15,0.6956084220015776,0.8881968775057103,0.9980628586611182,0.9286863203400916,0.0080539698113403
qca,20,QCA_2,44,2.2,0.6879143899208155,0.9016256982487658,0.9983844246952324,0.9374463931559892,0.0084951556761748
qca,20,QCA_2,45,2.25,0.7019747115685876,0.9012327356598104,0.9983563604013296,0.9374549231185384,0.0077062936912488
qca,20,QCA_2,46,2.3,0.7221523807347895,0.9108638015435696,0.9986226752164856,0.9425246250631912,0.006700461553273
qca,20,QCA_2,47,2.35,0.7135077953939146,0.908873492692338,0.998574732420656,0.9411143184417564,0.0071142236577697
qca,20,QCA_2,48,2.4,0.7136513792701605,0.9084575920625088,0.9985710649110509,0.9405384234193864,0.0071071467660339
qca,20,QCA_2,49,2.45,0.7037938549345013,0.8999045405966041,0.9983771719289428,0.9346520413732056,0.0076097324726861
qca,20,QCA_2,50,2.5,0.6952238084798699,0.8967452930917347,0.9982440593912444,0.9338159264082172,0.008075469839889
qca,20,QCA_2,51,2.55,0.6980051754051322,0.8990034488656621,0.9983373451951962,0.934290001642576,0.0079212742695065
qca,20,QCA_2,52,2.6,0.6955916808014895,0.9008674780843428,0.9983735144541316,0.9357519968292785,0.0080549044575385
qca,20,QCA_2,53,2.65,0.704091926821053,0.902345514843726,0.9984265676234052,0.9364776161176032,0.0075940264109315
qca,20,QCA_2,54,2.7,0.7120652590699168,0.9053463483187218,0.9984928908077328,0.939217443910351,0.0071857148888958
qca,20,QCA_2,55,2.75,0.7145594165789173,0.9076051913774932,0.9985387873836552,0.9406481448518832,0.0070625546149984
qca,20,QCA_2,56,2.8,0.7427757003095394,0.9160334121171838,0.998746236892164,0.9458330301499132,0.0058079429475974
qca,20,QCA_2,57,2.85,0.710047277847767,0.903707449315523,0.9984225831203636,0.9384569499271744,0.0072869318905478
qca,20,QCA_2,58,2.9,0.7233720540615229,0.9014033516212988,0.9983964820778468,0.9374486243744156,0.0066440537471549
qca,20,QCA_2,59,2.95,0.6801031153613706,0.8761816444879118,0.9976777050112444,0.9211383995360988,0.0089677939552544
qca,20,QCA_2,60,3.0,0.7140176956193357,0.8897332109107472,0.9981270780127504,0.9289984611117752,0.0070891238191485
qca,20,QCA_2,61,3.05,0.6855170226849726,0.8891355406040168,0.998043900491076,0.9294654156016688,0.0086375015106037
qca,20,QCA_2,62,3.1,0.7150194206113417,0.8937212839052642,0.99820771866702,0.9320110160570456,0.0070400714872588
qca,20,QCA_2,63,3.15,0.6934190319112771,0.885096213301302,0.9980230108799651,0.9255345376494992,0.0081771265371366
qca,20,QCA_2,64,3.2,0.7023848418931469,0.8832875284807478,0.9980279817879028,0.9226781200100148,0.0076844172971982
qca,20,QCA_2,65,3.25,0.6653429813125205,0.8449561609480585,0.997018652494448,0.8934637157643283,0.0099338603912844
qca,20,QCA_2,66,3.3,0.6031974475897078,0.7837732841832652,0.9945951427571794,0.8447877239221425,0.0152825121478162
qca,20,QCA_2,67,3.35,0.5405191926107761,0.7178548860487667,0.9908644692605176,0.7741137775873822,0.0235979946276194
qca,20,QCA_2,68,3.4,0.4988468781967369,0.6524657207395405,0.9858765637686976,0.6973969975244357,0.0315007768505639
qca,20,QCA_2,69,3.45,0.550798775990095,0.7328024952010209,0.9917438829592252,0.785931378732039,0.0219750801886104
qca,20,QCA_2,70,3.5,0.6328454844407341,0.806862406628931,0.995583983508386,0.8616283901233577,0.0124435777479593
qca,20,QCA_2,71,3.55,0.6761560265571076,0.8542290949044254,0.9972423406971864,0.9014036588260728,0.0092165321542246
qca,20,QCA_2,72,3.6,0.7398031478165282,0.8996509694513739,0.998455703428749,0.9336466718284732,0.0059288520938858
qca,20,QCA_2,73,3.65,0.7182035639714142,0.9040619753994515,0.9985193340124532,0.9373462686157216,0.0068863936130599
qca,20,QCA_2,74,3.7,0.7665165769767098,0.9187132001654892,0.9988247491442428,0.9471719530532996,0.0049266893800886
qca,20,QCA_2,75,3.75,0.7414334468342244,0.9202638290545452,0.9988299852941616,0.9486965406066868,0.0058622309921683
qca,20,QCA_2,76,3.8,0.7408561273172537,0.9209528051932524,0.9988454640990744,0.9490588374828725,0.0058857367290264
qca,20,QCA_2,77,3.85,0.7412472319660474,0.921210202313736,0.9988411779729682,0.9495156272941706,0.0058698025118144
qca,20,QCA_2,78,3.9,0.7671990353167344,0.9197652756882112,0.9988442497131916,0.9480019221076,0.0049034390035405
qca,20,QCA_2,79,3.95,0.7441741819477372,0.9154481064077123,0.9987549597223192,0.9452780657328232,0.0057519154343588
qca,20,QCA_2,80,4.0,0.77730349663617,0.9146135106773824,0.9987676028723312,0.9441740412557168,0.0045717588869514
qca,20,QCA_3,0,0.0,-0.0,0.0,0.0,0.0,1.0
qca,20,QCA_3,1,0.05,0.008002646798827062,0.0302985135864198,0.1021959195409098,0.0537920629028168,0.9460402903111828
qca,20,QCA_3,2,0.1,0.020759531326290343,0.0597501938147739,0.2334335475490559,0.0917784227187481,0.8659794451572399
qca,20,QCA_3,3,0.1499999999999999,0.03630333844481,0.092565679724864,0.3604362117477856,0.1301833008896954,0.7775280434141509
qca,20,QCA_3,4,0.2,0.04332064291471936,0.1114969943552802,0.4154738343287992,0.1582323613866704,0.7406139201068571
qca,20,QCA_3,5,0.25,0.05576501557929342,0.1333948581163096,0.4876095039564459,0.1860872861558549,0.6794078743113118
qca,20,QCA_3,6,0.2999999999999999,0.07612735685332128,0.1585022791570218,0.5753445652606133,0.2134093179706721,0.589975288024614
qca,20,QCA_3,7,0.3499999999999999,0.07280579081365135,0.1716660951736314,0.5791457114074735,0.2377789583380763,0.6037160627814466
qca,20,QCA_3,8,0.4,0.07989691394990227,0.1882239283747883,0.6136710123192249,0.2600806632904634,0.5747597184958277
qca,20,QCA_3,9,0.45,0.09055908971956186,0.2071773243544455,0.6528002425667712,0.2839275760681606,0.5338140203769683
qca,20,QCA_3,10,0.5,0.09048875470204812,0.2236767255829361,0.6681310235740188,0.3072523711731561,0.5340743316081126
qca,20,QCA_3,11,0.55,0.0950904571678152,0.2391999954388004,0.6879893580071434,0.3297805970300768,0.5173080074171613
qca,20,QCA_3,12,0.5999999999999999,0.10783380807019134,0.2617040863673667,0.7296146269999092,0.3537103672335106,0.4735740451027266
qca,20,QCA_3,13,0.65,0.11585655182660466,0.2800402917804071,0.7548809596221233,0.3761976121364064,0.4479577215860706
qca,20,QCA_3,14,0.6999999999999998,0.12697496371687395,0.3002231012053494,0.7834106481500928,0.3990089493406329,0.4147317384996062
qca,20,QCA_3,15,0.75,0.14458797143868102,0.32197790491538,0.8159906816910562,0.4217832620139209,0.3670682622816829
qca,20,QCA_3,16,0.8,0.1534738434346768,0.341262536851316,0.8351415148478709,0.4437407601287071,0.345141908111163
qca,20,QCA_3,17,0.8499999999999999,0.16167804102290567,0.3578083028382171,0.849116022035584,0.4647161833717118,0.326062309339803
qca,20,QCA_3,18,0.9,0.17214041485123727,0.3755670234028504,0.8642371158344379,0.4855215764257988,0.303253426444878
qca,20,QCA_3,19,0.95,0.17706492620950906,0.3935935332243841,0.8759668889356714,0.5063059440100782,0.2930768130386243
qca,20,QCA_3,20,1.0,0.18344089093456065,0.4104022821411181,0.8856751044753876,0.5264510858895176,0.2804063820648847
qca,20,QCA_3,21,1.05,0.1889705393358972,0.4262494815504651,0.8938251613422681,0.5458023651364223,0.2698621609082305
qca,20,QCA_3,22,1.1,0.1929169238832225,0.4433494605006781,0.9018417299443114,0.5648556739249267,0.2625803315748479
qca,20,QCA_3,23,1.15,0.2042474486068246,0.4616538932201128,0.9127336038827196,0.5836605922626547,0.2427470240068661
qca,20,QCA_3,24,1.2,0.21455124596031266,0.4793712741176289,0.9219687200822152,0.6016837325543863,0.2260145475186031
qca,20,QCA_3,25,1.25,0.22055648864594574,0.4962159653746635,0.9288300077047092,0.6187754502451988,0.2167997673358406
qca,20,QCA_3,26,1.3,0.2298189537420985,0.5124751821151871,0.9355922627572538,0.6350340053986218,0.2033180863911987
qca,20,QCA_3,27,1.35,0.2410195685136566,0.5285234083102466,0.9423176691151338,0.6503099240983693,0.1881303239618211
qca,20,QCA_3,28,1.4,0.2463059777808255,0.5430964483594775,0.9465312048984296,0.6647574823576226,0.181361511142152
qca,20,QCA_3,29,1.45,0.2541842736818445,0.5575382742574417,0.9509451213212512,0.678560920057032,0.1717232471139386
qca,20,QCA_3,30,1.5,0.26209247584417245,0.5714434255399207,0.9549994690050776,0.6913580385987381,0.1625634963485556
qca,20,QCA_3,31,1.55,0.2659921445927101,0.5839650731723872,0.9576526402264056,0.7032816299134068,0.1582281894629415
qca,20,QCA_3,32,1.6,0.2763619766262374,0.5978758355411522,0.9616318447704963,0.7148815715638486,0.1472541535873254
qca,20,QCA_3,33,1.65,0.2849606291701642,0.611262963211299,0.9650167020420842,0.7256421933986131,0.1387340390565894
qca,20,QCA_3,34,1.7,0.2905584409672646,0.623153029981265,0.9674221875870328,0.7354957249386834,0.1334541052104151
qca,20,QCA_3,35,1.75,0.2997445363927259,0.6352254740033206,0.9701697971100612,0.7449166622881019,0.1252215384343604
qca,20,QCA_3,36,1.8,0.30822990667921457,0.6469458048154361,0.9727271114956144,0.7534434368646706,0.1180689022225465
qca,20,QCA_3,37,1.85,0.3174505222317134,0.6577412689566747,0.974904192040906,0.7613627022118666,0.1107589185620767
qca,20,QCA_3,38,1.9,0.32224773063735695,0.6673952229144879,0.9764047272862532,0.7686378695071115,0.1071365532757241
qca,20,QCA_3,39,1.95,0.32574033552503956,0.6765264334291744,0.977773314765189,0.775205881158731,0.1045740389617929
qca,20,QCA_3,40,2.0,0.33456700009504875,0.6852841677003048,0.979255094913384,0.7813471259250065,0.0983678035419074
qca,20,QCA_3,41,2.05,0.3374083251802577,0.6929754858151652,0.980192043894692,0.7868240112183631,0.0964494450928127
qca,20,QCA_3,42,2.1,0.34061185751493417,0.7003636694790318,0.981136052948634,0.7919347535098517,0.0943313696157714
qca,20,QCA_3,43,2.15,0.34627101416685524,0.7072534713793569,0.9820586361499138,0.796610252863467,0.0907027346523162
qca,20,QCA_3,44,2.2,0.3500042358402813,0.7140561480701646,0.982973661047717,0.8009331447869537,0.0883857525508341
qca,20,QCA_3,45,2.25,0.35636842025973514,0.7205109066333121,0.9839198721293791,0.8050023531176876,0.0845715246206985
qca,20,QCA_3,46,2.3,0.36262308395312215,0.7265077234628758,0.9847633645412348,0.8087184940282272,0.0809833514993341
qca,20,QCA_3,47,2.35,0.3691770566735462,0.7323545982138095,0.985684654480108,0.8120753733237096,0.0773866990845279
qca,20,QCA_3,48,2.4,0.37450369010854784,0.7378279416132704,0.9864636825748524,0.8152617537527723,0.074581576276227
qca,20,QCA_3,49,2.45,0.38071792302559937,0.7428091561740959,0.9871257368365816,0.8181841433082377,0.0714372705494609
qca,20,QCA_3,50,2.5,0.3860483383584563,0.747231979163377,0.9876769682831056,0.820777344671244,0.0688459986146828
qca,20,QCA_3,51,2.55,0.38769197029825986,0.7512816259952251,0.988159257167058,0.8231091405816076,0.0680661017524331
qca,20,QCA_3,52,2.6,0.3917945438195519,0.7552018170385566,0.9886242223944212,0.8253427032877919,0.0661577766772188
qca,20,QCA_3,53,2.65,0.39825325824755736,0.7590309704608622,0.9890735321920604,0.827482362910474,0.0632613177241783
qca,20,QCA_3,54,2.7,0.3966794171156574,0.7619319841976459,0.9892754942121502,0.8292708809009512,0.0639552156778552
qca,20,QCA_3,55,2.75,0.39775719690903444,0.7648583032405862,0.9895515252040132,0.8309638071753584,0.0634792120577833
qca,20,QCA_3,56,2.8,0.40504952680643164,0.7679795923604807,0.989991142202336,0.8325734767900596,0.0603502991260242
qca,20,QCA_3,57,2.85,0.4087073384084923,0.7703853162605429,0.990207741825608,0.8339816469937124,0.0588394110338967
qca,20,QCA_3,58,2.9,0.40834088585201067,0.7727059572146859,0.9903956291517784,0.8353431188322046,0.0589890563805269
qca,20,QCA_3,59,2.95,0.41225987607793196,0.7754532222425903,0.9908081484288824,0.8366354454178186,0.0574082241747565
qca,20,QCA_3,60,3.0,0.4178433729556172,0.7777794992375922,0.9910894419043124,0.8378277273381111,0.0552288642769028
qca,20,QCA_3,61,3.05,0.423008585565961,0.7797411230215083,0.9912962353993824,0.8389184472045639,0.0532865095285368
qca,20,QCA_3,62,3.1,0.42483880918584777,0.7817642281876543,0.9915633001978852,0.839919197026413,0.0526147790697217
qca,20,QCA_3,63,3.15,0.4240798557394883,0.7835037123023633,0.9917218334182326,0.8408085792904811,0.052892297090259
qca,20,QCA_3,64,3.2,0.4297687882543325,0.7850174814967146,0.991889266706262,0.8416333755441509,0.05084719914605
qca,20,QCA_3,65,3.25,0.4344324109192791,0.7864944799557823,0.9920417081429675,0.8424056364727216,0.0492298068950366
qca,20,QCA_3,66,3.3,0.4296301740708712,0.7877563734281327,0.9921096657425912,0.8431082218520193,0.0508960766274629
qca,20,QCA_3,67,3.35,0.43024986529510423,0.7891195571785855,0.9922528912632228,0.8438007584838616,0.0506779278827766
qca,20,QCA_3,68,3.4,0.43752081918145314,0.7904721333621233,0.9924232270562912,0.8444870054117732,0.0481871340240528
qca,20,QCA_3,69,3.45,0.43944818926109147,0.7917447621611508,0.9925604464486982,0.8451216213935592,0.0475476585104809
qca,20,QCA_3,70,3.5,0.4383298138125721,0.7930196756218592,0.9927172562747296,0.8456790891185301,0.047917679730454
qca,20,QCA_3,71,3.55,0.44429290496071294,0.7942611185379344,0.992885406622146,0.8462689789626889,0.0459774718814606
